Date sza RS Irradiacio
yyyy-mm-dd deg W/m2 J/m2
-- mitjana mitjana total
2022-08-24 53.08 509.67 22629342
2022-08-25 53.35 362.66 16102152
2022-08-26 53.62 460.27 20435977
2022-08-27 53.89 555.42 24660769
2022-08-28 54.16 461.70 20499395
2022-08-29 54.44 434.81 19305577
2022-08-30 54.30 506.12 22168068
2022-08-31 54.59 164.93 7223994
2022-09-01 54.45 519.45 22440234
2022-09-02 54.74 335.84 14508199
2022-09-03 55.03 326.09 14087238
2022-09-04 55.32 460.54 19895286
2022-09-05 55.20 415.11 17683686
2022-09-06 55.50 559.57 23837502
2022-09-07 55.80 325.86 13881720
2022-09-08 56.10 429.48 18296028
2022-09-09 56.40 388.80 16563042
2022-09-10 56.70 540.30 23016594
2022-09-11 56.19 508.25 21041682
2022-09-12 56.50 397.87 16472016
2022-09-13 56.81 79.14 3276546
2022-09-14 57.12 233.19 9654258
2022-09-15 57.43 281.73 11663742
2022-09-16 57.74 399.75 16549470
2022-09-17 57.66 554.69 22631244
2022-09-18 57.97 498.55 20340924
2022-09-19 58.29 500.26 20410560
2022-09-20 58.21 540.55 21730254
2022-09-21 58.53 525.35 21119160
2022-09-22 58.46 435.85 17259744
2022-09-23 58.78 379.08 15011622
2022-09-24 59.10 209.45 8294232
2022-09-25 59.42 435.84 17259414
2022-09-26 59.74 456.59 18080820
2022-09-27 60.07 427.61 16933224
2022-09-28 60.01 396.26 15453972
2022-09-29 59.95 169.65 6514555
2022-09-30 60.27 171.44 6583204
2022-10-01 60.60 448.30 17214594
2022-10-02 60.92 493.61 18954642
2022-10-03 61.25 420.27 16138536
2022-10-04 61.19 493.63 18659064
2022-10-05 61.52 474.47 17934888
2022-10-06 61.84 404.34 15283878
2022-10-07 62.17 236.29 8931624
2022-10-08 62.12 120.47 4481592
2022-10-09 62.08 252.33 9235452
2022-10-10 62.40 396.02 14494500
2022-10-11 62.72 313.67 11480442
2022-10-12 63.04 305.46 11179824
2022-10-13 63.36 399.47 14620776
2022-10-14 63.68 386.47 14144640
2022-10-15 63.64 422.31 15203058
2022-10-16 63.60 386.35 13676892
2022-10-17 63.92 241.65 8554374
2022-10-18 64.23 400.79 14188104
2022-10-19 64.54 198.00 7009309
2022-10-20 64.85 43.77 1549422
2022-10-21 64.82 171.89 5981856
2022-10-22 65.12 116.07 4039335
2022-10-23 65.43 24.12 839397
2022-10-24 65.39 122.00 4172250
2022-10-25 65.69 334.11 11426538
2022-10-26 65.99 94.34 3226596
2022-10-27 66.29 193.71 6624966
2022-10-28 66.25 342.00 11491104
2022-10-29 66.54 327.71 11010948
2022-10-30 66.83 305.45 10262970
2022-10-31 67.11 285.37 9588516
2022-11-01 67.07 386.42 12751722
2022-11-02 67.35 228.45 7538748
2022-11-03 67.62 55.89 1844335
2022-11-04 67.58 196.50 6366636
2022-11-05 67.85 338.54 10968624
2022-11-06 68.11 359.00 11631504
2022-11-07 68.37 365.78 11851188
2022-11-08 68.32 317.84 10107258
2022-11-09 68.58 298.33 9486870
2022-11-10 68.83 354.24 11264868
2022-11-11 69.07 160.40 5100594
2022-11-12 69.01 333.35 10400586
2022-11-13 67.58 369.37 7535214
2022-11-17 68.39 219.60 4216296
2022-11-18 70.07 180.95 5537112
2022-11-19 70.28 297.13 9092244
2022-11-20 70.48 299.54 9166068
2022-11-21 70.68 174.18 5329830
2022-11-22 70.59 188.90 5667042
2022-11-23 70.49 200.23 5886642
2022-11-24 70.67 190.39 5597586
2022-11-25 70.85 205.15 6031416
2022-11-26 71.02 238.82 7021212
2022-11-27 71.19 279.64 8221308
2022-11-28 71.35 215.53 6336636
2022-11-29 71.51 217.61 6397794
2022-11-30 71.66 305.04 8968272
2022-12-01 71.52 304.59 8772156
2022-12-02 71.66 303.31 8735346
2022-12-03 71.79 229.33 6604836
2022-12-04 71.91 156.78 4515378
2022-12-05 72.03 290.06 8353614
2022-12-06 72.14 253.00 7286256
2022-12-07 72.24 237.51 6840216
2022-12-08 72.34 117.38 3380442
2022-12-09 72.43 139.17 4008030
2022-12-10 72.25 179.94 5074410
2022-12-11 72.32 136.46 3848178
2022-12-12 72.39 126.98 3580908
2022-12-13 72.45 103.54 2919924
2022-12-14 72.51 296.08 8349456
2022-12-15 72.56 164.66 4643358
2022-12-16 72.60 345.05 9730524
2022-12-17 72.63 295.38 8329770
2022-12-18 72.66 273.98 7726224
2022-12-19 72.68 299.86 8456034
2022-12-20 72.70 270.66 7632504
2022-12-21 72.70 277.21 7817232
2022-12-22 72.70 274.19 7732236
2022-12-23 72.70 268.30 7566012
2022-12-24 72.68 270.38 7624812
2022-12-25 72.39 234.53 6472962
2022-12-26 72.36 285.67 7884534
2022-12-27 72.33 254.01 7010736
2022-12-28 72.28 297.32 8206104
2022-12-29 72.50 209.24 5900658
2022-12-30 72.44 202.30 5704836
2022-12-31 72.38 320.87 9048492
